resume_text,job_title,match_score
Full stack developer 3 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,85.16
Docker Kubernetes basics,DevOps Engineer,54.73
React developer JavaScript,Full Stack Developer,61.69
iOS developer 4 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,98.0
Machine learning engineer 6 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,92.54
Entry level computer science graduate,Principal Software Engineer,41.1
Frontend HTML CSS JavaScript,Full Stack Developer,61.56
iOS developer 2 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,84.97
Java Spring Boot basics,Senior Java Developer,59.74
Java Spring Boot basics,Senior Java Developer,61.62
Excel Word PowerPoint,Data Engineer,16.62
Python data analysis pandas,Data Engineer,55.34
SQL basic queries,Database Administrator,40.76
Data analyst with 2 years SQL Excel Tableau Power BI Python pandas matplotlib data visualization statistics business intelligence reporting dashboards KPI metrics data storytelling stakeholder management,Data Analyst,91.75
Data analyst with 3 years SQL Excel Tableau Power BI Python pandas matplotlib data visualization statistics business intelligence reporting dashboards KPI metrics data storytelling stakeholder management,Data Analyst,92.5
Android development basics,Senior Android Developer,52.71
Database administrator 7 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,79.11
Database administrator 5 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,89.25
Python beginner learning online courses,Senior Machine Learning Engineer,18.05
Python data analysis pandas,Data Engineer,53.01
DevOps engineer 6 years AWS EC2 S3 Lambda CloudFormation Docker Kubernetes Jenkins CI/CD Terraform Ansible Linux bash scripting monitoring CloudWatch ECS EKS,DevOps Engineer,81.35
Data analyst with 6 years SQL Excel Tableau Power BI Python pandas matplotlib data visualization statistics business intelligence reporting dashboards KPI metrics data storytelling stakeholder management,Data Analyst,90.81
Testing manual automation,Senior QA Engineer,52.58
Docker Kubernetes basics,DevOps Engineer,53.88
Python data analysis pandas,Data Engineer,56.55
Python data analysis pandas,Data Engineer,63.87
SQL basic queries,Database Administrator,30.48
React developer JavaScript,Full Stack Developer,66.65
Testing manual automation,Senior QA Engineer,47.19
Product manager 3 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,88.96
Python Django tutorial,Senior Backend Engineer,31.01
Android development basics,Senior Android Developer,51.13
Python beginner learning online courses,Senior Machine Learning Engineer,17.45
Docker Kubernetes basics,DevOps Engineer,51.77
Docker Kubernetes basics,DevOps Engineer,56.61
iOS developer 6 years Swift Objective-C Xcode UIKit SwiftUI Core Data Alamofire REST API App Store TestFlight Git CocoaPods SPM MVVM design patterns,iOS Developer,96.76
Data engineer 4 years Python Spark Hadoop Hive Kafka Airflow ETL data pipeline AWS Redshift data warehousing big data Snowflake dbt,Data Engineer,91.37
Frontend developer 6 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,90.95
React tutorial projects,Senior React Developer,28.6
Frontend HTML CSS JavaScript,Full Stack Developer,48.22
Entry level computer science graduate,Principal Software Engineer,30.98
Python developer 2 years Django Flask,Machine Learning Engineer,59.86
Java programming student projects,Senior Java Architect,27.36
Cloud architect 6 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,89.31
Intern 6 months testing,QA Lead,35.7
Cloud architect 6 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,86.65
Backend developer 5 years Python Django Flask FastAPI PostgreSQL Redis Celery Docker REST API microservices async programming unit testing pytest data structures algorithms,Backend Developer,86.43
Database administrator 7 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,84.86
Machine learning engineer 6 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,92.48
Data analyst SQL Tableau,Data Scientist,51.22
Flutter developer 6 years Dart cross-platform mobile development iOS Android Material Design state management Provider Riverpod Firebase REST API Git CI/CD,Flutter Developer,81.72
Python Django tutorial,Senior Backend Engineer,32.93
Android developer 5 years Kotlin Java Android Studio MVVM Retrofit Room SQLite Firebase Google Play material design REST API Git Jetpack Compose coroutines,Android Developer,81.83
HTML CSS basic JavaScript,Lead Backend Developer,25.36
Python developer 2 years Django Flask,Machine Learning Engineer,60.17
HTML CSS basic JavaScript,Lead Backend Developer,34.02
Frontend HTML CSS JavaScript,Full Stack Developer,51.96
Frontend HTML CSS JavaScript,Full Stack Developer,56.77
Python beginner learning online courses,Senior Machine Learning Engineer,20.71
Database administrator 2 years MySQL PostgreSQL Oracle SQL Server performance tuning backup recovery replication clustering indexing query optimization database security,Database Administrator,83.0
Frontend HTML CSS JavaScript,Full Stack Developer,61.37
Python developer with 3 years experience in machine learning deep learning data science pandas numpy scikit-learn tensorflow pytorch keras neural networks data analysis statistics SQL data visualization matplotlib seaborn,Data Scientist,83.75
HTML CSS basic JavaScript,Lead Backend Developer,22.66
Java developer 7 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,91.79
Java programming student projects,Senior Java Architect,28.46
Excel Word PowerPoint,Data Engineer,19.93
Cloud architect 6 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,97.38
React developer JavaScript,Full Stack Developer,62.13
Cybersecurity analyst 5 years network security penetration testing ethical hacking vulnerability assessment firewall IDS IPS SIEM incident response security audit CISSP CEH,Security Analyst,87.64
Machine learning engineer 2 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,90.86
Android development basics,Senior Android Developer,59.91
Full stack developer 2 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,86.81
Frontend HTML CSS JavaScript,Full Stack Developer,63.26
Data analyst SQL Tableau,Data Scientist,55.83
Excel Word PowerPoint,Data Engineer,15.0
AI engineer 4 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,91.24
React developer JavaScript,Full Stack Developer,67.67
Product manager 7 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,82.59
React tutorial projects,Senior React Developer,33.55
Python data analysis pandas,Data Engineer,50.56
Full stack developer 2 years React Node.js JavaScript TypeScript HTML CSS MongoDB Express.js REST API Git responsive design webpack babel npm microservices Docker CI/CD,Full Stack Developer,84.01
Machine learning engineer 4 years TensorFlow PyTorch Keras scikit-learn deep learning CNN RNN LSTM neural networks computer vision NLP model deployment MLOps Docker Kubernetes Python data preprocessing feature engineering,Machine Learning Engineer,98.0
SQL basic queries,Database Administrator,28.71
Frontend HTML CSS JavaScript,Full Stack Developer,61.55
AI engineer 4 years artificial intelligence machine learning deep learning NLP computer vision TensorFlow PyTorch transformers BERT GPT LLM prompt engineering,AI Engineer,95.15
Java developer 3 years Spring Boot microservices REST API MySQL PostgreSQL Hibernate JPA Maven Gradle unit testing JUnit Mockito agile scrum Docker Kubernetes,Java Developer,88.5
Product manager 4 years product roadmap agile scrum user stories market research competitive analysis stakeholder management data-driven decision making SQL A/B testing,Product Manager,81.37
Cloud architect 6 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,97.0
Frontend HTML CSS JavaScript,Full Stack Developer,70.0
Python developer with 2 years experience in machine learning deep learning data science pandas numpy scikit-learn tensorflow pytorch keras neural networks data analysis statistics SQL data visualization matplotlib seaborn,Data Scientist,90.6
Cloud architect 5 years AWS solutions architect EC2 VPC RDS S3 Lambda API Gateway IAM security cost optimization high availability disaster recovery multi-region CloudFront,Cloud Architect,88.57
Intern 6 months testing,QA Lead,34.35
Frontend developer 3 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,96.18
Android development basics,Senior Android Developer,50.12
Android developer 2 years Kotlin Java Android Studio MVVM Retrofit Room SQLite Firebase Google Play material design REST API Git Jetpack Compose coroutines,Android Developer,91.21
Java Spring Boot basics,Senior Java Developer,62.04
Docker Kubernetes basics,DevOps Engineer,70.0
Frontend developer 4 years React Redux JavaScript ES6 HTML5 CSS3 Sass webpack babel responsive design mobile-first UI/UX Figma Git TypeScript hooks performance optimization,Frontend Developer,84.56
Python beginner learning online courses,Senior Machine Learning Engineer,15.0
